state,county,cases,deaths,Population Density (people/mi^2),Diabetes Prevalence 2012* (%),Overall sufficient physical activity  prevalence 2011* (%),Overall obesity prevalence 2011* (%),Heavy Alcohol Consumption* (%) 2012 (Heavy- past 30 days 1drink/day for women 2 for men),Binge Alcohol Consumption* (%)2012 (Binge- past 30 days >4 drinks one occasion >5 for men),Population,LandArea (mi^2),"Male sufficient physical activity  prevalence, 2011* (%)","Female sufficient physical activity  prevalence, 2011* (%)","Male obesity  prevalence, 2011* (%)","Female obesity prevalence, 2011* (%)"
Alabama,Marengo AL,757,20,19.1907785,19.43,44.55,46.3,5.5,12,"18,863",982.92,52.4,36.7,41.9,50.6
Alabama,Marion AL,1015,29,39.95185713,15.52,36.4,39,4.1,9.3,"29,709",743.62,37.9,34.9,38.9,39.1
Alabama,Marshall AL,4083,45,155.2831309,16.08,41.5,38,5.7,12.8,"96,774",623.21,41.8,41.2,37.2,38.7
Alabama,Mobile AL,13829,308,251.32288,17.05,45.75,40.1,7.7,16.5,"413,210",1644.14,52.5,39,38.1,42.1
Alabama,Monroe AL,601,9,20.03924146,18.04,43.5,44.4,5.1,10.9,"20,733",1034.62,49.3,37.7,39,49.7
Alabama,Montgomery AL,9107,188,283.174754,17.94,47.5,40.9,8.4,16.2,"226,486",799.81,50.7,44.3,36.6,45.1
Alabama,Morgan AL,3551,33,199.7679814,15.97,47.9,39.4,5.6,11.9,"119,679",599.09,51.3,44.5,38.3,40.4
Alabama,Perry AL,547,6,12.32237305,23.4,36.9,50.1,6.5,13.5,"8,923",724.13,41.6,32.2,42.7,57.4
Alabama,Pickens AL,697,15,22.39074261,19.11,41.9,45.1,4.5,9.7,"19,930",890.1,46.3,37.5,41.8,48.3
Alabama,Pike AL,1254,12,49.26578889,17.83,46.15,42.8,7.8,13.9,"33,114",672.15,50,42.3,39,46.5
Alabama,Randolph AL,723,13,38.89754344,16.49,40.4,42.1,6.4,11.6,"22,722",584.15,41.3,39.5,40.2,44
Alabama,Russell AL,1832,3,89.52335352,19.44,44.75,44.8,5.5,12.4,"57,961",647.44,49.5,40,41.3,48.3
Alabama,Shelby AL,6497,56,136.9396934,14.93,51.3,34.8,7.6,13.7,"89,512",653.66,52.9,49.7,37.2,32.4
Alabama,St. Clair AL,2521,38,268.9006917,12.26,43.45,40.3,5.6,11.4,"217,702",809.6,47.5,39.4,37.7,42.9
Alabama,Sumter AL,443,21,13.6059561,24.33,39.2,48,6.5,13.5,"12,427",913.35,44.2,34.2,41.1,54.8
Alabama,Talladega AL,2306,32,105.18992,17.15,42.85,44.4,5.9,11.6,"79,978",760.32,46.1,39.6,40,48.7
Alabama,Tallapoosa AL,1211,85,52.67780243,16.41,44.35,41.4,6.5,12.5,"40,367",766.3,47.1,41.6,37.5,45.2
Alabama,Tuscaloosa AL,9364,124,154.8449369,16.04,46.9,40.1,7,14.2,"209,355",1352.03,53.3,40.5,37.2,43
Alabama,Walker AL,2493,89,78.87280223,15.71,39.05,40.8,4.3,10.5,"63,521",805.36,42.9,35.2,39,42.5
Alabama,Washington AL,588,12,14.99696864,17.87,46,43.4,4.5,9.4,"16,326",1088.62,48.9,43.1,40.6,46.2
Alabama,Wilcox AL,548,11,11.42979924,23.12,38.25,49.9,6.7,14.2,"10,373",907.54,43.7,32.8,41.9,57.8
Alabama,Winston AL,796,12,37.39357493,15.95,40.05,40.2,4.7,10.8,"23,629",631.9,41.4,38.7,38.5,41.9
Alaska,Aleutians East Borough AK,14,0,0.222292241,15.63,59.55,33.8,15.5,27.6,"3,337",15011.77,60.3,58.8,29.7,37.8
Alaska,Aleutians West Census Area,95,0,0.399158324,15.63,54.75,33.5,13.4,23.2,"5,634",14114.7,54.8,54.7,30.7,36.2
Alaska,Anchorage,5223,38,146.8256598,12.22,59.75,34.3,8.3,18,"288,000",1961.51,61.3,58.2,31.8,36.7
Alaska,Bethel Census Area,155,1,0.400090611,17.93,47.75,43.7,7.8,17.6,"18,386",45954.59,52.3,43.2,36.1,51.2
Alaska,Bristol Bay Borough,76,0,0.911062434,13.69,57.85,39.4,13.2,23.5,836,917.61,59.9,55.8,36.9,41.9
Alaska,Dillingham Census Area,31,0,0.238488885,16.28,50.4,42.5,9,20.3,"4,916",20613.12,55.5,45.3,36,48.9
Alaska,Fairbanks North Star Borough,1473,11,13.01090321,10.42,60.9,34.4,9.2,17.6,"96,849",7443.68,62.4,59.4,35.4,33.3
Alaska,Haines Borough,10,0,0.918630406,9.72,60.7,37,12.4,21.6,"2,530",2754.1,63.1,58.3,35.6,38.3
Alaska,Juneau City and Borough,389,1,10.37739523,10.23,59.15,34.7,10,20.3,"31,974",3081.12,59.3,59,32.8,36.6
Alaska,Kenai Peninsula Borough,657,1,2.709892251,10.53,56.95,37.4,10,19.1,"58,708",21664.33,57.3,56.6,35.5,39.3
Alaska,Ketchikan Gateway Borough,70,0,7.972814086,11.77,59,38.1,11.3,21,"13,901",1743.55,60.2,57.8,37.1,39
Alaska,Kodiak Island Borough,83,0,1.097257279,12.01,61.35,34.4,11.6,20.9,"12,998",11845.9,60.7,62,32.9,35.8
Alaska,Lake and Peninsula Borough AK,5,0,0.054880958,16.28,51.55,46.1,10.3,20.5,"1,592",29008.24,54.1,49,40.2,52
Alaska,Matanuska-Susitna Borough,706,2,4.292772668,11.4,59.6,36.3,9.3,17.7,"108,317",25232.41,58.5,60.7,34.7,37.8
Alaska,Nome Census Area,102,0,0.353796147,15.88,49.9,39.8,7.6,18.8,"10,004",28276.17,51.4,48.4,33.3,46.3
Alaska,North Slope Borough,161,0,0.104792956,15.74,51.35,40.6,9.2,19.7,"9,832",93823.1,54.2,48.5,37.4,43.8
Alaska,Northwest Arctic Borough,156,0,0.187427941,16.66,46.2,44.2,5.3,14.6,"7,621",40660.96,49.7,42.7,37.2,51.2
Alaska,Sitka City and Borough,69,0,1.75122429,10.81,59.2,33.9,10.3,19,"8,493",4849.75,60,58.4,35.2,32.5
Alaska,Southeast Fairbanks Census Area,47,0,0.262736207,11.35,59.95,37,10.1,18.4,"6,893",26235.44,60.9,59,36.8,37.1
Alaska,Valdez-Cordova Census Area  AK,132,0,0.211464054,11.09,60.4,36.8,11.5,21.1,"9,202",43515.67,63.7,57.1,35.1,38.4
Arizona,Apache AZ,3654,166,6.407514994,20.84,54,42.9,7.2,17.8,"71,887",11219.17,59.3,48.7,36.4,49.4
Arizona,Cochise,1943,73,20.24690802,13.87,57.55,33.6,8.1,17.9,"125,922",6219.32,59.4,55.7,31,36.1
Arizona,Coconino,4385,144,7.687901506,13.86,62.55,29.8,8.5,17.8,"143,476",18662.57,64.8,60.3,26.7,32.9
Arizona,Gila,1487,60,11.26280717,14.55,57.05,36.9,8.7,19.4,"54,018",4796.14,55.7,58.4,35.6,38.1
Arizona,Graham,907,26,8.367392227,15.74,56.1,40.6,5.5,14.9,"38,837",4641.47,57,55.2,38.6,42.6
Arizona,Greenlee,60,2,5.138081199,15.23,60.45,37.6,8.5,18.6,"9,498",1848.55,62.2,58.7,36,39.2
Arizona,La Paz AZ,557,15,4.676470979,16.67,50.25,41.4,11,22.7,"21,108",4513.66,52.2,48.3,41.2,41.5
Arizona,Maricopa AZ,144867,3454,486.231119,13.38,58.6,32.1,7.7,17.9,"4,485,414",9224.86,59.3,57.9,31.6,32.6
Arizona,Mohave AZ,4079,228,15.75153112,13.57,52,34.4,10.7,20.7,"212,181",13470.5,54.2,49.8,35.2,33.6
Arizona,Navajo AZ,5871,236,11.1367018,16.95,61.1,39,6.1,14.9,"110,924",9960.22,64.3,57.9,35.4,42.6
Arizona,Pima AZ,26217,630,113.9654865,12.98,59.95,32.4,8.4,17.8,"1,047,279",9189.44,63.1,56.8,31.4,33.4
Arizona,Pinal AZ,10919,214,86.10844936,15.76,55.5,40,9,19.3,"462,789",5374.49,55.6,55.4,39.6,40.3
Arizona,Santa Cruz AZ,2895,64,37.55229281,16.42,52.45,34.7,8.5,21.1,"46,498",1238.22,57.4,47.5,32.3,37
Arizona,Yavapai AZ,2672,84,28.92340739,12.08,61,29.5,9.6,17.3,"235,099",8128.33,63.2,58.8,29.7,29.2
Arizona,Yuma AZ,12894,347,38.7343006,16.67,48.9,40.2,9.7,19.5,"213,787",5519.32,48.9,48.9,39,41.4
Arkansas,Arkansas AR,527,11,16.91347874,16.21,43.65,42.5,6.4,14.6,"17,486",1033.85,48.1,39.2,40,44.9
Arkansas,Ashley AR,457,12,20.93040589,16.26,47,42.2,5.3,12.4,"19,657",939.16,52.8,41.2,38.8,45.5
Arkansas,Baxter AR,434,3,71.461195,12.93,53.7,34.4,8.7,17.5,"41,932",586.78,57.4,50,34.7,34
Arkansas,Benton AR,7065,98,318.356105,14.17,54.3,34.9,6.5,14.3,"279,141",876.82,57.2,51.4,35.8,34
Arkansas,Boone AR,843,24,62.19386568,13.7,51.75,33.9,6.1,13,"37,432",601.86,52.8,50.7,34.5,33.2
Arkansas,Bradley AR,345,8,16.44637318,17.19,43.2,42.8,4.6,12.1,"10,763",654.43,48,38.4,38.9,46.7
Arkansas,Calhoun AR,38,0,8.202785374,16.14,46.2,42,7.7,15.7,"5,189",632.59,50.1,42.3,39.3,44.7
Arkansas,Carroll AR,796,11,44.18289664,14.28,50.3,34.8,8,16.9,"28,380",642.33,51.8,48.8,36,33.6
Arkansas,Chicot AR,1016,22,14.64403051,20.22,39.65,47.1,5.9,12.6,"10,118",690.93,44.2,35.1,41.8,52.4
Arkansas,Clark AR,409,4,25.28662709,16.06,48.5,39.4,5.6,12.9,"22,320",882.68,50.8,46.2,38.8,40
Arkansas,Clay AR,363,11,22.68383557,14.88,42.15,42.2,5.9,13.7,"14,551",641.47,44.2,40.1,42,42.4
Arkansas,Cleburne AR,377,12,42.09646085,14.12,50.4,36.9,6.6,15.1,"24,919",591.95,51,49.8,37.6,36.2
Arkansas,Cleveland AR,195,12,13.28568566,14.74,50.7,39.5,6.9,15.1,"7,956",598.84,53.9,47.5,38.4,40.6
Arkansas,Columbia AR,595,18,30.58518267,16.48,49.5,41.3,6,13.4,"23,457",766.94,55.6,43.4,39,43.5
Arkansas,Conway AR,304,3,36.78424591,15.36,49.85,39.4,10.2,19.2,"20,846",566.71,50,49.7,38.9,39.8
Arkansas,Craighead AR,3451,28,154.7368273,14.2,47.35,37.5,6.2,12.9,"110,332",713.03,49.6,45.1,37.4,37.6
Arkansas,Crawford AR,1655,20,104.6885344,15.13,47.65,38,6.1,13.3,"63,257",604.24,49.2,46.1,37.4,38.5
Arkansas,Crittenden AR,2041,48,75.31449751,19.92,42.8,44.2,6.4,12.8,"47,955",636.73,48.3,37.3,38.2,50.2
Arkansas,Cross AR,498,15,26.38098911,16.6,45.05,42.4,6.3,13.6,"16,419",622.38,50.9,39.2,40.2,44.6
Arkansas,Dallas AR,174,5,10.48921746,17.84,43.7,43.9,7.8,15.9,"7,009",668.21,48.8,38.6,40.6,47.1
Arkansas,Desha AR,334,6,13.86214722,18.97,42.8,44.4,6.9,14.8,"11,361",819.57,48.5,37.1,40.2,48.6
Arkansas,Drew AR,372,7,21.80062462,16.19,49.9,40.4,5.6,13.4,"18,219",835.71,54.9,44.9,37.8,43
Arkansas,Faulkner AR,2831,23,189.7552895,14.38,52.1,35.8,7.1,14.2,"126,007",664.05,54.3,49.9,37.3,34.2
Arkansas,Franklin AR,362,2,28.58549022,14.56,49.6,36.3,8.6,18.2,"17,715",619.72,50.4,48.8,35.7,36.9
Arkansas,Fulton AR,213,5,20.11251531,14.34,49.05,37.6,6.3,13,"12,477",620.36,50.1,48,38.4,36.8
Arkansas,Garland AR,2071,55,135.2908346,14.45,52.3,35.4,8,17.5,"99,386",734.61,56.9,47.7,35.4,35.3
Arkansas,Grant AR,292,2,28.85192557,13.66,47.55,39.2,6.3,13.3,"18,265",633.06,52.7,42.4,38.3,40.1
Arkansas,Greene AR,1024,15,78.18834204,15.16,45.05,40,6.6,13.9,"45,325",579.69,47.6,42.5,41.5,38.5
Arkansas,Hempstead AR,436,4,29.04156888,18.1,47.15,42.8,6,13,"21,532",741.42,50.2,44.1,41.8,43.7
Arkansas,Hot Spring AR,2007,28,54.27675988,14.92,44.95,39.7,6.7,13.5,"33,771",622.2,49.8,40.1,38.5,40.8
Arkansas,Howard AR,511,12,22.17928903,16.41,46.05,42.6,5.8,12.8,"13,202",595.24,47.5,44.6,41.5,43.7
Arkansas,Independence AR,1269,26,49.01897258,14.04,47.7,37.1,5.7,13.8,"37,825",771.64,50.3,45.1,36.9,37.2
Arkansas,Izard AR,303,1,23.33453182,14.8,48.15,36.4,5.8,13.5,"13,629",584.07,49.5,46.8,37.8,35
Arkansas,Jackson AR,473,2,26.06235386,17.12,40.3,43.7,7,15,"16,719",641.5,45.4,35.2,41.7,45.6
Arkansas,Jefferson AR,3672,87,73.13160055,18.73,43.9,44.2,7.5,14.8,"66,824",913.75,48.8,39,39,49.4
Arkansas,Johnson AR,896,7,38.92615484,14.93,46.1,39.5,6.7,14.3,"26,578",682.78,47.9,44.3,39.6,39.4
Arkansas,Lafayette AR,132,3,12.15167581,18.35,44.7,44.2,5.7,13,"6,624",545.11,47.4,42,42.6,45.8
Arkansas,Lawrence,546,13,27.69459309,15.19,42.3,41.8,5.9,13.1,"16,406",592.39,44.1,40.5,43.2,40.4
Arkansas,Lee AR,1087,18,14.29701372,22.21,38.3,49.3,7.2,14.1,"8,857",619.5,43.5,33.1,42.4,56.1
Arkansas,Lincoln AR,2100,17,22.7608745,17.83,40.25,44.9,6.3,13.3,"13,024",572.21,43.8,36.7,42.7,47.1
Arkansas,Little River AR,378,27,21.70118605,16,45.95,41.3,5.9,13.1,"12,259",564.9,48.2,43.7,40.9,41.6
Arkansas,Logan AR,480,2,29.34317545,14.89,45,38.2,5.9,13.8,"21,466",731.55,45.8,44.2,38,38.3
Arkansas,Lonoke AR,1370,17,91.35305553,14.87,47.4,38.9,7.1,14.3,"73,309",802.48,51.3,43.5,40,37.8
Arkansas,Madison AR,385,5,19.8009867,14.98,48.8,38.5,6.8,13.7,"16,576",837.13,51.1,46.5,38.1,38.9
Arkansas,Marion AR,112,0,26.06889659,14.29,54.05,37.6,7.8,15.5,"16,694",640.38,53.6,54.5,38.5,36.6
Arkansas,Miller AR,1005,11,67.85092466,16.46,46.05,42.2,8.2,16.4,"43,257",637.53,46.9,45.2,40.3,44
Arkansas,Mississippi AR,1808,53,44.19547728,18.39,39.8,44.8,6.2,12.6,"40,651",919.8,42.8,36.8,41.2,48.3
Arkansas,Monroe AR,165,0,10.78267306,18.5,40,46.6,5.8,13.3,"6,701",621.46,43.9,36.1,41.7,51.5
Arkansas,Montgomery AR,170,7,11.22772822,14.62,48.55,38.3,6.1,13.2,"8,986",800.34,49.3,47.8,38.8,37.8
Arkansas,Nevada AR,241,14,13.29188345,17.18,44.1,43.6,6.6,13.1,"8,252",620.83,47.1,41.1,42.9,44.3
Arkansas,Newton AR,264,19,9.41766678,15.1,49.5,38.3,6.6,13.4,"7,753",823.24,49.7,49.3,38.1,38.4
Arkansas,Ouachita AR,288,7,31.61011221,17.12,45.25,43.7,6.5,14.4,"23,382",739.7,47.3,43.2,39.8,47.5
Arkansas,Perry AR,112,0,18.65265562,14.46,48.7,38.1,7.8,15.1,"10,455",560.51,51.6,45.8,39,37.1
Arkansas,Phillips AR,588,15,24.44798856,21.19,39.25,47.1,6.9,14,"17,782",727.34,47.1,31.4,40.3,53.8
Arkansas,Pike AR,243,3,17.45801639,15,47.65,39,5.9,13.8,"10,718",613.93,48.6,46.7,40.6,37.3
Arkansas,Poinsett AR,763,15,30.81840092,16.43,38.85,44.3,6.7,14.2,"23,528",763.44,41.4,36.3,42.4,46.1
Arkansas,Polk AR,302,4,23.1474718,14.7,47.85,39,6.4,14.3,"19,964",862.47,50.1,45.6,38.5,39.4
Arkansas,Pope AR,2332,36,77.11713447,14.35,50.05,37.7,6.4,14.1,"64,072",830.84,50.3,49.8,37.1,38.3
Arkansas,Prairie AR,174,4,11.92938844,16,42.55,42.2,6.3,14.5,"8,062",675.81,45.6,39.5,40.7,43.6
Arkansas,Pulaski AR,10130,169,485.0923989,14.75,49,36.1,8.4,16,"391,911",807.91,53.3,44.7,34.3,37.9
Arkansas,Randolph AR,502,23,27.37166199,14.37,48.15,39.5,6.6,13.8,"17,958",656.08,49.6,46.7,41.9,37
Arkansas,Saline AR,2354,24,38.90480045,19.98,52.4,36.8,7.2,14,"24,994",642.44,58.9,45.9,35,38.5
Arkansas,Scott AR,127,1,167.6071184,13.68,45.5,38.4,6.1,12.8,"122,437",730.5,47.1,43.9,37.4,39.3
Arkansas,Searcy AR,161,1,11.446863,15.74,45.2,40.5,6.5,13.4,"10,281",898.15,44.7,45.7,38.7,42.3
Arkansas,Sebastian AR,4107,67,11.78802202,14.9,48.4,33.8,6.4,15.1,"7,881",668.56,50,46.8,33.2,34.4
Arkansas,Sevier AR,1221,19,234.0853737,15.1,41.9,43.5,4.8,12.7,"127,827",546.07,44.4,39.4,40.7,46.3
Arkansas,Sharp AR,265,7,29.25281227,17.45,51.45,37.5,5.7,13.6,"17,007",581.38,51.4,51.5,40,34.9
Arkansas,St. Francis AR,1576,8,28.76366695,14.92,42.3,46.5,6.6,13.5,"17,442",606.39,46.1,38.5,40.8,52.1
Arkansas,Stone AR,373,16,20.51946773,14.68,49.15,37.7,6.1,13.7,"12,506",609.47,50.3,48,36.9,38.4
Arkansas,Union AR,983,47,36.65289569,15.62,48.35,39.8,5.8,13.1,"38,682",1055.36,55.7,41,35.6,44
Arkansas,Van Buren AR,180,3,22.84085261,14.77,52.4,37.9,6.1,14.8,"16,545",724.36,53,51.8,36.5,39.3
Arkansas,Washington AR,10171,122,250.1772883,13.71,51.1,34.7,6.9,15.5,"239,187",956.07,51.8,50.4,34.3,35
Arkansas,White AR,1047,29,75.54751878,14.57,47.35,38.8,6.1,13.1,"78,753",1042.43,49.8,44.9,37.9,39.6
Arkansas,Woodruff AR,65,0,10.6381188,18.15,40.45,45.6,7,15.7,"6,320",594.09,44.3,36.6,42.1,49.1
Arkansas,Yell AR,1288,30,22.49048889,15.56,44.5,40.2,5.7,13.6,"21,341",948.89,43.1,45.9,40,40.4
California,Alameda CA,21959,440,2035.079025,13.73,63.9,27.4,9.7,19.4,"1,671,329",821.26,64.2,63.6,24.1,30.6
California,Alpine CA,3,0,1.519045248,12.74,61.7,33.1,12.8,19.7,"1,129",743.23,62.3,61.1,32.1,34
California,Amador CA,301,16,65.78625095,11.93,57.35,34.6,12.5,19.3,"39,752",604.26,59.4,55.3,34,35.1
California,Butte CA,2927,45,130.6841082,12.93,60.5,33,10.2,17.8,"219,186",1677.22,62,59,31.6,34.3
California,Calaveras CA,329,14,44.27053196,11.94,62.1,34.6,12.3,19.5,"45,905",1036.92,61.5,62.7,34.4,34.8
California,Colusa CA,541,6,18.63411512,15.34,51.75,38.5,9.2,17.8,"21,547",1156.32,51.7,51.8,37.3,39.7
California,Contra Costa CA,17346,224,1437.98898,12.51,66.5,31.3,9.4,18.7,"1,153,526",802.18,67.7,65.3,31.8,30.8
California,Del Norte CA,167,1,22.61432381,14.04,57,38.6,9.2,16.8,"27,812",1229.84,57.1,56.9,37,40.2
California,El Dorado CA,1219,4,107.6559351,11.18,63.7,27.3,11.5,19.2,"192,843",1791.29,64.7,62.7,27,27.5
California,Fresno CA,29069,406,166.0218116,16.87,54.65,40.1,6.4,15.6,"999,101",6017.89,54.4,54.9,38.3,41.9
California,Glenn CA,615,3,21.39235261,14.67,54.5,37.3,9.1,17.7,"28,393",1327.25,55.6,53.4,35.8,38.8
California,Humboldt CA,528,8,33.45029759,12.81,63.95,33.3,11.3,19.6,"135,558",4052.52,65.2,62.7,31.8,34.8
California,Imperial CA,12145,328,40.43100525,19.84,45.65,40,7.1,15,"181,215",4482.08,46.1,45.2,37,42.9
California,Inyo CA,199,15,1.763731026,12.95,57.65,34.7,10.9,19.5,"18,039",10227.75,57.7,57.6,34.5,34.8
California,Kern CA,32741,387,110.2914349,16.71,53.25,39.1,6.9,15.4,"900,202",8162.03,53.8,52.7,37.1,41
California,Kings CA,7956,82,109.9038503,17.2,51.6,39.5,8.3,16.3,"152,940",1391.58,49.6,53.6,37.4,41.6
California,Lake CA,599,12,48.42545446,13.8,59.8,35.4,10.2,17.7,"64,386",1329.59,60.8,58.8,33.3,37.5
California,Lassen CA,751,0,6.476493504,13.16,57.65,35,10.8,17.6,"30,573",4720.61,59.5,55.8,34.7,35.3
California,Los Angeles CA,278665,6726,2112.464438,16.05,57.5,30.4,7.2,16.5,"10,039,107",4752.32,59.5,55.5,27.1,33.7
California,Madera CA,4739,70,73.06015167,16.49,52.7,40.8,7.4,15.9,"157,327",2153.39,53.3,52.1,39.2,42.3
California,Marin CA,6857,124,312.5087537,9.57,72.15,22,12.4,20.3,"258,826",828.22,70.1,74.2,22.9,21.1
California,Mariposa CA,77,2,11.75959915,12.77,60.7,35.9,11.5,19.5,"17,203",1462.89,59.4,62,36.3,35.4
California,Mendocino CA,1030,21,22.36663659,13.03,61.65,32.4,11,19.3,"86,749",3878.5,62.9,60.4,31.3,33.4
California,Merced CA,9130,150,140.8099309,17.74,51.85,43.6,6.7,15.7,"277,680",1972.02,53.1,50.6,41.8,45.4
California,Modoc CA,27,0,2.103187253,12.93,57.7,35.4,11.2,17.9,"8,841",4203.62,58.1,57.3,34.6,36.1
California,Mono CA,170,2,4.611911657,11.97,61.35,32.8,12.9,21,"14,444",3131.89,61.8,60.9,33.9,31.7
California,Monterey CA,10560,78,115.1016544,15.2,58.25,34.2,8.5,17.3,"434,061",3771.11,60.1,56.4,33.9,34.4
California,Napa CA,1778,13,174.7266408,11.87,63.3,32.2,9.9,19.2,"137,744",788.34,63.4,63.2,31.5,32.9
California,Nevada CA,557,8,102.361114,10.36,68.55,27.7,10.6,18.8,"99,755",974.54,71.9,65.2,28,27.3
California,Orange CA,56800,1306,3350.204133,13.3,62.65,27.4,8.4,18.3,"3,175,692",947.91,63.4,61.9,27,27.7
California,Placer CA,3730,51,265.510185,10.68,66.95,27,9.4,17.4,"398,329",1500.24,68.9,65,28,26
California,Plumas CA,50,0,7.195408895,11.72,63.95,32.4,13.5,20,"18,807",2613.75,63.7,64.2,32.2,32.5
California,Riverside CA,61416,1248,338.2544179,15.73,58.1,35.6,8,16.7,"2,470,546",7303.81,58.1,58.1,35.2,36
California,Sacramento CA,23522,447,1558.838949,13.95,61.1,34.5,8.7,17.2,"1,552,058",995.65,64.4,57.8,32.2,36.7
California,San Benito CA,1374,13,45.15929566,15.43,59.8,37.2,8.4,17.6,"62,808",1390.81,61.4,58.2,36.2,38.2
California,San Bernardino CA,57203,974,108.4274701,17.01,56.8,36.2,7.1,16.4,"2,180,085",20106.39,58.3,55.3,33.6,38.8
California,San Diego CA,49529,819,737.6025206,13.5,63.9,30.1,9.1,18.9,"3,338,330",4525.92,65.3,62.5,29.6,30.6
California,San Francisco CA,11554,115,3801.582647,12.97,65.2,19.6,13,24,"881,549",231.89,65.8,64.6,18.3,20.9
California,San Joaquin CA,20828,473,534.3269979,15.84,56.2,37.9,7.9,16.4,"762,148",1426.37,55.3,57.1,35.5,40.2
California,San Luis Obispo CA,3815,31,78.29981774,11.74,65.7,29.6,11.6,19.4,"283,111",3615.73,65.1,66.3,29.9,29.3
California,San Mateo CA,10395,154,1034.413753,11.83,66.1,24.2,11.2,20.9,"766,573",741.07,67.6,64.6,22.8,25.5
California,Santa Barbara CA,9387,115,117.8234412,12.96,61.45,30,9.3,18.9,"446,499",3789.56,61.9,61,30.1,29.8
California,Santa Clara CA,22154,355,1477.813465,12.76,64.1,26,8.5,18.7,"1,927,852",1304.53,63.6,64.6,23.9,28
California,Santa Cruz CA,2552,19,449.5705259,12.06,64,28.9,10.4,19.7,"273,213",607.72,62.6,65.4,28.8,29
California,Shasta CA,1268,24,46.80308035,12.48,60.5,34.1,9.1,16.4,"180,080",3847.61,63.3,57.7,33.7,34.4
California,Sierra CA,6,0,3.123603214,11.95,60.75,32.4,13.7,19.5,"3,005",962.03,61.2,60.3,32.5,32.3
California,Siskiyou CA,173,0,6.858900944,12.25,63,33.7,10.1,17.3,"43,539",6347.81,62.3,63.7,32.6,34.8
California,Solano CA,6713,74,493.6240834,14.39,61.45,34.8,8.8,17.4,"447,643",906.85,62,60.9,32.6,37
California,Sonoma CA,8155,126,279.5464699,11.53,66.9,29.9,11.4,20.2,"494,336",1768.35,65.9,67.9,29.3,30.5
California,Stanislaus CA,16886,381,363.5199366,15.59,55.9,39.3,6.9,15.8,"550,660",1514.8,56.9,54.9,36.3,42.3
California,Sutter CA,1771,12,159.266498,14.33,58,33.3,7.9,15.9,"96,971",608.86,57.8,58.2,32.1,34.5
California,Tehama CA,666,7,21.97076596,13.74,59.25,35.6,10.3,17.7,"65,084",2962.3,60.3,58.2,34.6,36.6
California,Trinity CA,26,0,3.829739478,12.54,62.65,33,13.4,19.4,"12,285",3207.79,62.1,63.2,32.3,33.6
California,Tulare CA,16718,269,96.33302407,17.43,52.3,41.1,6.9,15.3,"466,195",4839.41,51.5,53.1,38.5,43.7
California,Tuolumne CA,235,4,23.95142711,12.24,61.15,32.2,10,17.4,"54,478",2274.52,61,61.3,31.8,32.6
California,Ventura CA,13333,157,383.0924306,13.26,60.3,30.8,8.5,17.8,"846,006",2208.36,61.8,58.8,31.7,29.9
California,Yolo CA,2918,56,215.569916,12.63,64.35,33.3,10,18.7,"220,500",1022.87,64.1,64.6,32.5,34
California,Yuba CA,1222,10,122.2406961,14.72,55.9,37.7,9.5,16.9,"78,668",643.55,55.8,56,35.3,40.1
Colorado,Adams CO,10286,235,431.9653039,11.33,63.3,28.1,9.7,19.5,"517,421",1197.83,64,62.6,27.6,28.5
Colorado,Alamosa CO,258,9,22.43397504,13.79,58.55,32.1,6.9,16.9,"16,233",723.59,59.6,57.5,30.3,33.9
Colorado,Arapahoe CO,10132,375,815.1638174,11.33,64.1,26.5,9.2,20.6,"656,590",805.47,66.2,62,25.7,27.2
Colorado,Archuleta CO,56,0,10.35618056,11,64,27.2,11.7,21.4,"14,029",1354.65,65.8,62.2,27.9,26.4
Colorado,Baca CO,18,0,1.400337864,12.75,52.2,36.6,7.8,15.9,"3,581",2557.24,53.3,51.1,35.9,37.3
Colorado,Bent CO,11,0,3.618491484,15.9,49.9,41,8.1,19,"5,577",1541.25,51.8,48,38.2,43.8
Colorado,Boulder CO,4748,81,434.1176471,11.33,63.3,28.1,9.7,19.5,"326,196",751.4,64,62.6,27.6,28.5
Colorado,Broomfield CO,716,37,2100.298063,11.33,63.3,28.1,9.7,19.5,"70,465",33.55,64,62.6,27.6,28.5
Colorado,Chaffee CO,350,20,20.05378939,10.35,64.15,24.1,11.6,20.2,"20,356",1015.07,64.2,64.1,24.1,24
Colorado,Cheyenne CO,14,0,1.027785574,11.84,52.6,37.1,9.6,22.1,"1,831",1781.5,52.6,52.6,36.7,37.4
Colorado,Clear Creek CO,51,1,24.46591167,10.09,66.9,26.4,16.2,26.1,"9,700",396.47,68.2,65.6,26.9,25.8
Colorado,Conejos CO,38,0,6.355587572,15.68,56.85,32.1,6.4,14.2,"8,205",1290.99,58.9,54.8,30.6,33.6
Colorado,Costilla CO,33,1,3.158750152,17.25,52.5,36.4,7.7,17.6,"3,887",1230.55,54.9,50.1,33.6,39.1
Colorado,Crowley CO,74,1,7.57265299,17.01,43.4,42.3,6.6,18,"6,061",800.38,44.1,42.7,37.7,46.9
Colorado,Custer CO,18,0,6.849111426,10.69,61.4,31.7,10.9,20.1,"5,068",739.95,61.3,61.5,32.4,31
Colorado,Delta CO,192,3,27.13018344,11.76,62.9,27.9,11,21.2,"31,162",1148.61,65.1,60.7,28.1,27.7
