state,county,cases,deaths,Population Density (people/mi^2),Diabetes Prevalence 2012* (%),Overall sufficient physical activity  prevalence 2011* (%),Overall obesity prevalence 2011* (%),Heavy Alcohol Consumption* (%) 2012 (Heavy- past 30 days 1drink/day for women 2 for men),Binge Alcohol Consumption* (%)2012 (Binge- past 30 days >4 drinks one occasion >5 for men),Population,LandArea (mi^2),"Male sufficient physical activity  prevalence, 2011* (%)","Female sufficient physical activity  prevalence, 2011* (%)","Male obesity  prevalence, 2011* (%)","Female obesity prevalence, 2011* (%)"
Texas,Crockett,165,7,1.233767621,18.1,40.45,43.3,9,23,"3,464",2807.66,41.5,39.4,42,44.6
Texas,Crosby,91,3,6.362144299,17.78,47.8,40.7,4.4,14.8,"5,737",901.74,49.6,46,37.9,43.5
Texas,Culberson,58,2,0.569376911,20.13,43.4,41.6,6.4,17.7,"2,171",3812.94,44.4,42.4,37.2,46
Texas,Dallam,284,10,4.8406704,15.52,49.2,38.8,5.9,15.3,"7,287",1505.37,49.6,48.8,38.1,39.4
Texas,Dallas TX,88646,1161,2899.772245,17.08,48.15,37.3,6.8,16.8,"2,635,516",908.87,49.6,46.7,35.2,39.4
Texas,Dawson,566,10,14.10836215,18.66,44.35,42.7,5.1,14.1,"12,728",902.16,46.7,42,40.3,45.1
Texas,Deaf Smith,1150,22,12.37753277,18.27,46.7,41,6,17.8,"18,546",1498.36,49.1,44.3,38.1,43.8
Texas,Delta,30,0,19.18039865,14.74,49.8,39,5,12.7,"5,331",277.94,50.8,48.8,37.3,40.6
Texas,Denton,13993,158,926.3740968,13.61,57.6,35.9,7.7,16.1,"887,207",957.72,61.3,53.9,36.2,35.5
Texas,DeWitt,1036,42,22.14046455,16.82,46.85,39.4,8.1,19.3,"20,160",910.55,47.6,46.1,38.9,39.8
Texas,Dickens,50,2,2.442392241,15.87,48.2,40.8,4.8,14.6,"2,211",905.26,49.4,47,38.7,42.9
Texas,Dimmit,267,7,7.585907177,21.91,42.3,45.7,8.8,25.9,"10,124",1334.58,43.9,40.7,43.2,48.2
Texas,Donley,71,1,3.513058762,14.41,51.8,38.2,4.9,12.9,"3,278",933.09,53,50.6,37.6,38.8
Texas,Duval,461,17,6.212760744,22.96,47.4,41.5,6.8,20.5,"11,157",1795.82,49.7,45.1,39.1,43.8
Texas,Eastland,201,4,19.69999356,14.69,48.15,39.9,5.9,13.6,"18,360",931.98,49.5,46.8,40.7,39
Texas,Ector,5219,101,184.3317512,17.45,44.85,41.2,7.6,18,"166,223",901.76,46.2,43.5,38.9,43.4
Texas,Edwards,68,2,0.911264875,17.23,47.85,40.3,4.7,16.4,"1,932",2120.13,48.2,47.5,37.3,43.3
Texas,Ellis,4536,70,194.2000357,15.38,51.2,38.2,8.1,22.8,"184,826",951.73,56.8,45.6,35.9,40.4
Texas,El Paso TX,26969,546,827.0391722,20.41,52.5,38,6.6,15.2,"839,238",1014.75,52.8,52.2,37.2,38.7
Texas,Erath,911,13,39.17679011,14.26,52.1,37.3,5.9,14.8,"42,698",1089.88,53.1,51.1,37,37.5
Texas,Falls,569,5,22.35158814,17.91,44.45,41.9,6.2,15.3,"17,297",773.86,48.4,40.5,38,45.7
Texas,Fannin,706,15,39.49378913,14.83,48.95,37.6,5.5,13.5,"35,514",899.23,52,45.9,36.6,38.6
Texas,Fayette,496,21,26.40428369,14.27,49.3,38,7.3,21.1,"25,346",959.92,51.4,47.2,36.2,39.8
Texas,Fisher,70,3,4.246967244,15.22,52.15,36.5,4.1,12.9,"3,830",901.82,54,50.3,36,37
Texas,Floyd,114,9,5.754757851,17.25,47.9,40.2,4,15.3,"5,712",992.57,50,45.8,38.4,41.9
Texas,Foard,18,0,1.631955238,15.02,46.95,40.8,3.5,12,"1,155",707.74,47.4,46.5,39.1,42.5
Texas,Fort Bend,16712,295,916.0126847,14.54,54.65,32.3,7.4,16.5,"811,688",886.11,56.8,52.5,32.6,32
Texas,Franklin,163,6,36.38183113,14.09,50.7,38.9,6.3,15.4,"10,725",294.79,51.6,49.8,38.6,39.2
Texas,Freestone,426,3,22.09930509,15.85,48.25,39.6,6.6,14.7,"19,717",892.2,51.6,44.9,38.7,40.5
Texas,Frio,995,9,17.90036936,22.14,46.1,42.3,7,19.4,"20,306",1134.39,49.4,42.8,37.2,47.3
Texas,Gaines,409,10,14.3002575,16.66,39.85,44.5,5.3,13.4,"21,492",1502.91,42.1,37.6,42.3,46.7
Texas,Galveston,11878,165,390.3646487,13.96,55.5,35.3,9,19.3,"342,139",876.46,61.7,49.3,33.3,37.3
Texas,Garza,107,4,6.950069735,18.03,40.65,43.8,6.7,17.4,"6,229",896.25,43.8,37.5,40.3,47.2
Texas,Gillespie,335,10,25.42248347,12.07,54.75,33.2,7.6,20.2,"26,988",1061.58,54.1,55.4,33.3,33
Texas,Glasscock TX,9,0,1.56381798,14.06,53.6,36.6,7.2,18.3,"1,409",901,54.8,52.4,36.8,36.4
Texas,Goliad,156,6,8.910556997,16.09,55.6,36.1,7,19.3,"7,658",859.43,56.8,54.4,36,36.1
Texas,Gonzales,1071,18,19.4754699,17.51,44.5,42.2,6.1,16.9,"20,837",1069.91,45.5,43.5,38.8,45.5
Texas,Gray,345,7,23.55105994,15.46,47.4,39,6.4,14.2,"21,886",929.3,50.1,44.7,39,39
Texas,Grayson,2035,50,139.0982895,14.3,52.7,35.3,6.5,15.2,"136,212",979.25,57.1,48.3,34.9,35.7
Texas,Gregg,2917,76,448.4099707,15.67,49.9,40.4,6.7,15.3,"123,945",276.41,53.4,46.4,39.7,41
Texas,Grimes,1104,33,36.04278208,16.3,48.8,42.2,8.4,17.7,"28,880",801.27,50.2,47.4,41.3,43.1
Texas,Guadalupe,3730,78,233.6040211,15.66,56.25,39.4,8,18.2,"166,847",714.23,58.1,54.4,37.5,41.3
Texas,Hale,2025,58,33.24443206,18.45,44.15,40.2,5.5,15.4,"33,406",1004.86,45.8,42.5,38.7,41.7
Texas,Hall,35,1,3.278289626,16.56,47.35,41.1,4.8,15,"2,964",904.13,48.5,46.2,38.9,43.3
Texas,Hamilton,165,4,10.11536852,13.55,52.65,36.4,6.3,14.8,"8,461",836.45,52.4,52.9,36.3,36.5
Texas,Hansford,171,6,5.865418043,14.93,47.95,39.2,3.9,15.1,"5,399",920.48,50.6,45.3,39.6,38.7
Texas,Hardeman,38,1,5.642349903,14.97,51.05,36.8,3.5,12.5,"3,933",697.05,51.7,50.4,34.8,38.8
Texas,Hardin,1363,32,64.1855075,14.54,49.85,39.9,7.5,15.5,"57,602",897.43,54.3,45.4,37.8,41.9
Texas,Harris TX,149771,2657,2651.077963,16.9,52.3,36.8,7.4,16.9,"4,713,325",1777.89,53,51.6,35,38.6
Texas,Harrison,942,35,72.72200793,16.26,49.75,42.7,6.4,13.9,"66,553",915.17,52.8,46.7,42.5,42.9
Texas,Hartley,145,2,3.810565161,13.53,49.4,39.3,6.6,14.1,"5,576",1463.3,51.4,47.4,39.2,39.4
Texas,Haskell,72,3,6.215328507,15.82,49.25,39.3,5,13.3,"5,658",910.33,50.8,47.7,37.3,41.2
Texas,Hays,6018,68,338.5908656,14.33,59.7,35.8,9,20.3,"230,191",679.85,61.6,57.8,35.1,36.4
Texas,Hemphill,95,0,4.18699499,13.51,52.65,37.9,5.2,14.3,"3,819",912.11,54.5,50.8,37.7,38.1
Texas,Henderson,1055,25,87.1750835,15.19,47.45,38.7,7.2,15.9,"82,737",949.09,51.4,43.5,37.7,39.6
Texas,Hidalgo TX,33089,1824,548.8488609,22.31,45.85,46.8,6.2,19.3,"868,707",1582.78,48.4,43.3,44.2,49.4
Texas,Hill,724,15,37.18030658,15.06,48.6,39.9,6.3,15.1,"36,649",985.71,50.6,46.6,38,41.7
Texas,Hockley,392,9,25.33761846,15.99,48.3,39.3,5.2,13.8,"23,021",908.57,51.1,45.5,38.3,40.2
Texas,Hood,1006,31,141.1176228,13.44,54.65,36.4,6.9,16.2,"61,643",436.82,56.1,53.2,36.9,35.9
Texas,Hopkins,419,18,46.77598385,14.69,47.65,41.7,6.4,14.7,"37,084",792.8,49.2,46.1,41.2,42.2
Texas,Houston,387,11,18.56855279,16.94,46.15,40.4,6.2,14.5,"22,968",1236.93,47.4,44.9,39.1,41.6
Texas,Howard,965,17,40.54541232,17.03,44.4,40.5,6.5,16,"36,664",904.27,45.2,43.6,38.7,42.2
Texas,Hudspeth,64,3,1.068618145,21.4,39.2,44.1,5.8,18,"4,886",4572.26,41.9,36.5,39.1,49.1
Texas,Hunt,1742,40,111.7731751,15.42,49.3,39.9,6.3,14.3,"98,594",882.09,53,45.6,38.4,41.3
Texas,Hutchinson,252,6,23.39415202,14.91,48.4,39.3,6.5,15.6,"20,938",895.01,50.3,46.5,41.1,37.5
Texas,Irion,12,0,1.46052031,14.41,51.35,37.9,5.5,17.3,"1,536",1051.68,51.3,51.4,37.5,38.3
Texas,Jack,144,3,9.710056728,14.65,50.6,39.3,6.7,14.3,"8,935",920.18,50.3,50.9,39.2,39.3
Texas,Jackson,627,16,17.22086104,15.73,49.25,40.3,6.5,17,"14,760",857.1,50.6,47.9,38.4,42.2
Texas,Jasper,496,30,36.63992245,16.13,47.5,39.7,6.7,15.1,"35,529",969.68,51.1,43.9,37.1,42.2
Texas,Jeff Davis,14,0,1.004075469,14.11,57,35.5,7.6,20.9,"2,274",2264.77,58.6,55.4,34,37
Texas,Jefferson,7753,138,226.3659432,18.06,52.4,40,8,18,"251,565",1111.32,58.1,46.7,37,43
Texas,Jim Hogg,141,3,4.576497923,22.15,47,44.2,7.9,23.8,"5,200",1136.24,49.6,44.4,41.6,46.7
Texas,Jim Wells,1541,40,46.62213521,20.83,47.6,41.9,8.3,21.8,"40,482",868.3,50.1,45.1,38.6,45.2
Texas,Johnson,3256,55,239.392454,14.95,52.1,38.6,6.6,14.3,"175,817",734.43,52.4,51.8,39.5,37.7
Texas,Jones,567,0,21.42849521,16.18,41.4,42.5,6,14.6,"20,083",937.21,42.7,40.1,40.6,44.4
Texas,Karnes,946,17,20.70251334,18.72,45.3,41,7.1,18.5,"15,601",753.58,46.3,44.3,38.5,43.4
Texas,Kaufman,3249,49,168.7434159,15.5,51.3,39.3,6.7,14.8,"136,154",806.87,55.8,46.8,38.6,40
Texas,Kendall,371,10,71.52918112,11.52,58.1,30.5,8.3,19.9,"47,431",663.1,59.6,56.6,31.5,29.4
Texas,Kenedy TX,7,2,0.207648026,20.7,52.2,40.3,6.2,17.4,404,1945.6,54.6,49.8,38,42.6
Texas,Kent TX,9,0,0.843881857,13.43,57.2,35.5,4.3,12.4,762,902.97,58.9,55.5,35.3,35.7
Texas,Kerr,633,13,47.48320936,13.95,54.25,33.6,7.1,17.7,"52,600",1107.76,54.3,54.2,32.7,34.4
Texas,Kimble,17,1,3.466771115,14.73,49.1,39,5.3,16,"4,337",1251.02,49,49.2,37.6,40.3
Texas,Kinney,58,1,2.68565988,17.79,49.35,42.5,7.4,22.4,"3,667",1365.4,51.9,46.8,39.6,45.4
Texas,Kleberg,1024,47,28.13388354,20.13,52.3,39.5,7.8,21.2,"30,680",1090.5,54.5,50.1,36.1,42.8
Texas,Knox,107,8,4.282875511,16.18,47.8,39.7,4.9,15.4,"3,664",855.5,48.9,46.7,37.1,42.3
Texas,Lamar,1341,38,53.46637642,15.5,38.2,47.1,7.8,21.7,"49,859",932.53,41.2,35.2,43,51.2
Texas,Lamb,354,23,12.66751818,17.32,48.05,36.6,6.1,14.2,"12,893",1017.8,49.2,46.9,36,37.1
Texas,Lampasas,274,9,30.01036386,13.58,48.3,40,4.6,15.4,"21,428",714.02,49.9,46.7,37.9,42
Texas,La Salle,360,13,5.032254611,22.5,53.8,36.4,7.8,15.7,"7,520",1494.36,54.1,53.5,35.8,37
Texas,Lavaca,1035,36,20.7678991,14.68,47.65,38.9,10.3,23.8,"20,154",970.44,48.4,46.9,37.7,40.1
Texas,Lee,233,14,27.18699238,15.15,50.15,39.1,6.4,14.1,"17,239",634.09,51.8,48.5,38.6,39.5
Texas,Leon,270,8,16.10780494,14.73,47.1,38.9,7,16.3,"17,404",1080.47,48,46.2,39.5,38.2
Texas,Liberty,2272,51,74.99511192,16.48,47.55,41.7,7.2,15.7,"88,219",1176.33,51.2,43.9,39.3,44
Texas,Limestone,605,15,25.114121,16.53,46.2,40.5,5.6,13.7,"23,437",933.22,49.9,42.5,38.5,42.5
Texas,Lipscomb,50,1,3.467842279,14.33,51.8,36.6,5,15.6,"3,233",932.28,52.1,51.5,36,37.2
Texas,Live Oak,374,9,11.31388214,16.4,50.35,39,6.9,17.7,"12,207",1078.94,52.5,48.2,37.2,40.8
Texas,Llano,143,2,22.55627426,12.68,54.4,35.1,9,20.3,"21,795",966.25,54.7,54.1,36.6,33.6
Texas,Lubbock,13283,137,344.7931701,14.82,50.6,36,6.8,17.1,"310,569",900.74,54,47.2,34.6,37.3
Texas,Lynn,115,5,6.660324566,16.4,49.5,39.6,4.2,14.2,"5,951",893.5,52.3,46.7,37.6,41.5
Texas,Madison,735,6,30.23196749,16.47,46.95,41.7,6.7,14.6,"14,284",472.48,49.5,44.4,40.6,42.8
Texas,Marion,156,14,23.44013892,16.54,45.5,43.7,7.5,15.2,"9,854",420.39,47,44,42.1,45.3
Texas,Martin,79,6,6.302351232,15.84,47.15,39.7,5.3,15,"5,771",915.69,48,46.3,38.3,41
Texas,Mason,79,2,4.584557956,14.01,51.5,36.5,3.7,14.6,"4,274",932.26,51.6,51.4,36.8,36.1
Texas,Matagorda,1068,50,22.72673708,17.51,50.2,39.3,7.2,18.7,"36,643",1612.33,51.8,48.6,37.7,40.9
Texas,Maverick,3838,135,45.45609363,23.61,41.05,45.7,6.2,18.8,"58,722",1291.84,42.5,39.6,42.9,48.4
Texas,McCulloch,172,4,7.437839449,15.55,50.25,38.7,6.7,16.6,"7,984",1073.43,51.8,48.7,38,39.3
Texas,McLennan,8800,123,242.0355193,15.61,50.1,38.5,6.5,16.3,"256,623",1060.27,53.8,46.4,35.4,41.5
Texas,McMullen,24,1,0.650208714,15.92,50.2,39.1,8.1,18,743,1142.71,53.6,46.8,38.9,39.2
Texas,Medina,1241,48,38.65041247,16.83,52.05,39.2,7.5,19.3,"51,584",1334.63,55.2,48.9,37,41.4
Texas,Menard,31,0,2.369447646,16.41,52.85,38.2,5.5,17.7,"2,138",902.32,52.8,52.9,36.8,39.5
Texas,Midland,4080,85,196.0378258,14.93,49.75,36.4,7.4,17.4,"176,832",902.03,52.3,47.2,37.4,35.3
Texas,Milam,519,7,24.29483039,15.72,50.25,40,6.4,16.6,"24,823",1021.74,52.3,48.2,38.2,41.7
Texas,Mills,64,0,6.497766518,13.86,49.95,37.3,5.8,14.2,"4,873",749.95,50,49.9,36.6,37.9
Texas,Mitchell,106,2,9.328806306,16.88,49.2,39.9,5.6,14.7,"8,545",915.98,51.8,46.6,37.9,41.8
Texas,Montague,200,4,21.11645054,14,50.45,38.4,6.7,14.5,"19,818",938.51,51,49.9,38.5,38.2
Texas,Montgomery,12022,162,564.0127773,13.74,55.5,35.9,8,17.1,"607,391",1076.91,58.3,52.7,36.6,35.2
Texas,Moore,1209,22,23.01908363,17.02,48,40.1,5.6,14.7,"20,940",909.68,50.7,45.3,39.1,41.1
Texas,Morris,194,4,47.89483858,16.54,46.85,40.4,6.4,14.7,"12,388",258.65,48.3,45.4,39,41.8
Texas,Motley,10,0,1.2122804,14.18,53.55,36,4.7,12.1,"1,200",989.87,54.6,52.5,35.4,36.6
Texas,Nacogdoches,1664,65,66.43910292,15.93,49.3,39.7,7.1,15.4,"65,204",981.41,52.7,45.9,37.7,41.6
Texas,Navarro,1781,36,46.13309766,16.08,45.15,40.7,5.9,14.3,"50,113",1086.27,48.2,42.1,37.5,43.8
Texas,Newton,187,13,14.46938493,17.18,45.1,42.6,7.2,15.2,"13,595",939.57,48.4,41.8,41,44.1
Texas,Nolan,291,5,16.09829214,16.38,47.7,39,6.1,16.2,"14,714",914.01,48.9,46.5,37.8,40.1
Texas,Nueces,20767,423,310.5607845,18.19,52.65,38.1,8.5,21.8,"362,294",1166.58,55.7,49.6,35.7,40.4
Texas,Ochiltree,169,5,10.71296316,15.66,45.7,39.9,5.1,14.1,"9,836",918.14,47.4,44,39.5,40.3
Texas,Oldham,21,1,1.406565303,13.25,50.55,38.5,5.3,13.6,"2,112",1501.53,52.6,48.5,37.9,39
Texas,Orange,2022,44,219.7175677,15.59,48.1,40.3,8.2,16.4,"83,396",379.56,53.4,42.8,38,42.6
Texas,Palo Pinto,623,16,29.61666464,14.83,47.7,39.4,6.7,15.4,"29,189",985.56,47.5,47.9,38.7,40.1
Texas,Panola,415,26,28.23749985,15.32,47.2,41.8,6.4,13.9,"23,194",821.39,49.2,45.2,41,42.6
Texas,Parker,2096,38,156.9829149,13.56,53.9,36.9,6.4,14.7,"142,878",910.15,54,53.8,37.9,35.8
Texas,Parmer,452,12,10.8502875,16.85,44.5,41.5,3.8,13.2,"9,605",885.23,46.2,42.8,39.1,43.8
Texas,Pecos,403,5,3.320594908,18.98,44.2,40.2,7.3,19.7,"15,823",4765.11,44.3,44.1,40,40.4
Texas,Polk,1178,25,46.2677154,15.4,45.85,41.9,7.7,16.4,"51,353",1109.91,48.4,43.3,39.5,44.2
Texas,Potter,6500,76,127.3398694,15.86,46.2,38.9,6.7,16.5,"117,415",922.06,48,44.4,35.7,42
Texas,Presidio,97,7,1.738345771,20.55,42.15,42.5,5.8,20.6,"6,704",3856.54,41.9,42.4,38.3,46.6
Texas,Rains,76,5,48.3371316,14.44,49,40.7,7.7,16.2,"12,514",258.89,50.6,47.4,40.5,40.9
Texas,Randall,3575,48,149.2840031,12.77,57,31.8,6.8,14.5,"137,713",922.49,60.5,53.5,32.4,31.2
Texas,Reagan,90,6,3.272708721,17.26,43.6,41.8,6.9,18.7,"3,849",1176.09,44.7,42.5,41.2,42.3
Texas,Real,120,8,4.930794612,15.22,46.25,39.5,6.4,16.9,"3,452",700.09,46.6,45.9,38.4,40.6
Texas,Red River,169,14,11.36743975,16.06,40.3,42.7,5.7,14.3,"12,023",1057.67,40.9,39.7,41.3,44
Texas,Reeves,216,6,6.046636615,21.86,39.85,44.9,7.2,21.5,"15,976",2642.13,41.4,38.3,41.3,48.5
Texas,Refugio,310,14,8.486417823,17.87,50.35,40.2,7.5,20.2,"6,948",818.72,52.2,48.5,38.6,41.7
Texas,Roberts,14,0,0.923992426,12.07,57.75,34.8,4.2,14.2,854,924.25,59.2,56.3,36.1,33.4
Texas,Robertson,341,4,19.72208425,16.33,45.5,41.7,7.2,16.3,"17,074",865.73,48.5,42.5,40.2,43.2
Texas,Rockwall,1722,30,705.5006388,12.96,55.1,33.3,5.8,13.6,"104,915",148.71,58.3,51.9,33.7,32.8
Texas,Runnels,285,9,9.708480732,15.54,48.25,39.6,6.8,19.5,"10,264",1057.22,49.1,47.4,38.4,40.7
Texas,Rusk,950,19,57.9588793,16.27,47.45,42.1,6.5,13.9,"54,406",938.7,50.1,44.8,40,44.1
Texas,Sabine,82,8,18.28145322,15.46,47.8,40.8,7.4,17.5,"10,542",576.65,50.6,45,39.8,41.8
Texas,San Augustine,244,15,13.90797805,17.33,42.15,43.7,6.8,15,"8,237",592.25,44.7,39.6,41.1,46.2
Texas,San Jacinto,228,11,45.95674884,15.46,46.2,41.6,7.3,15,"28,859",627.96,46.7,45.7,40.5,42.7
Texas,San Patricio,1501,77,94.37004144,18.46,50.7,41,7.8,20.6,"66,730",707.11,52.4,49,39,43
Texas,San Saba,77,0,5.319195664,15.19,54.3,36,5.8,14.8,"6,055",1138.33,56.2,52.4,35.5,36.5
Texas,Schleicher,53,2,2.130857378,15.99,53.3,37.4,4.6,14.5,"2,793",1310.74,53.4,53.2,35.9,38.8
Texas,Scurry,856,8,18.40327894,15.36,45.1,38.8,6.3,14.9,"16,703",907.61,47.8,42.4,38.2,39.3
Texas,Shackelford,29,0,3.565928725,13.14,53.15,37.5,4.1,12.6,"3,265",915.61,54.2,52.1,38.1,36.9
Texas,Shelby,525,27,30.28277019,16.79,46.4,43,6.3,13.8,"25,274",834.6,47.8,45,41.1,44.9
Texas,Sherman,66,1,3.2731487,14.35,48.25,39.3,3.6,13,"3,022",923.27,50.1,46.4,39.4,39.2
Texas,Smith,5290,112,245.1171608,14.4,51.1,35.9,6,14.2,"232,751",949.55,52.3,49.9,34.8,37
Texas,Somervell,151,5,47.56396227,13.19,56.6,34.9,5.2,14.3,"9,128",191.91,56.6,56.6,35.5,34.3
Texas,Starr,3825,173,52.57365501,26.38,36.35,51,5.8,19.5,"64,633",1229.38,36.8,35.9,46.2,55.7
Texas,Stephens,145,4,10.16331181,14.67,49.25,39,6,15.1,"9,366",921.55,50.1,48.4,39.1,38.8
Texas,Sterling TX,7,0,1.397821521,15.33,45.75,40.2,3.4,13.9,"1,291",923.58,45.8,45.7,39.5,40.9
Texas,Stonewall,16,1,1.466897024,14.01,53.9,37.3,3.8,12.3,"1,350",920.31,54.3,53.5,36.8,37.8
Texas,Sutton,85,3,2.596045431,16.28,48.4,39.6,7,19.8,"3,776",1454.52,49.2,47.6,38,41.2
Texas,Swisher,113,3,8.212136688,16.48,47.65,39.3,4.3,14,"7,397",900.74,49.9,45.4,37.8,40.8
Texas,Tarrant TX,53838,751,2342.478497,16.24,51.9,36.6,6.8,16.3,"2,102,515",897.56,55.3,48.5,35.7,37.5
Texas,Taylor,3377,60,150.144669,14.51,51.85,35.7,6.6,15.8,"138,034",919.34,54.3,49.4,35.7,35.7
Texas,Terrell TX,3,0,0.329100825,16.88,55.05,37.6,4.4,18.2,776,2357.94,56.2,53.9,36.6,38.5
Texas,Terry,323,4,13.84686181,17.93,43.35,42,5.6,15.4,"12,337",890.96,46.1,40.6,39.7,44.3
Texas,Throckmorton,13,2,1.639469603,13.34,49.1,39.3,3.4,11.8,"1,501",915.54,49.3,48.9,39,39.5
Texas,Titus,1498,31,76.9284976,16.11,46.1,39.2,5.9,15.4,"32,750",425.72,46.5,45.7,37.6,40.8
Texas,Tom Green,3968,71,77.37094565,15.46,52,36.7,7.3,17.9,"119,200",1540.63,51.6,52.4,35.3,38.1
Texas,Travis TX,30075,437,1246.298633,13.49,59.4,31.4,9.7,20.6,"1,273,954",1022.19,62.2,56.6,29.3,33.5
Texas,Trinity,199,7,20.518171,15.59,46.3,41.6,7.8,15.7,"14,651",714.05,46.3,46.3,40.6,42.5
Texas,Tyler,236,4,23.15953707,15.12,46.65,40.7,6.4,14,"21,672",935.77,50.2,43.1,38,43.4
Texas,Upshur,416,11,70.44304225,14.88,50.25,40.5,8.7,16,"41,753",592.72,51.3,49.2,40.7,40.2
Texas,Upton,25,2,2.944610405,17.12,48.5,39.4,4.5,14.1,"3,657",1241.93,49.6,47.4,38.5,40.3
Texas,Uvalde,805,36,17.15585324,19.45,47.75,40.4,6.1,19.7,"26,741",1558.71,49.6,45.9,37.8,43
Texas,Val Verde,2278,117,15.16534166,20.49,46.1,42.8,7.9,20.9,"49,025",3232.7,46.5,45.7,39.3,46.2
Texas,Van Zandt,756,28,65.83600912,14.56,46.8,40.3,6.2,14,"56,590",859.56,48.2,45.4,39.4,41.2
Texas,Victoria,4121,96,103.6036948,16.68,52.65,37,8,19.7,"92,084",888.81,53.5,51.8,36.5,37.5
Texas,Walker,3808,58,91.0419084,16.43,50.05,40.6,7.7,16,"72,971",801.51,51.2,48.9,39.7,41.4
Texas,Waller,926,15,106.5517175,16.58,49.2,41.4,7.2,16.3,"55,246",518.49,52.7,45.7,40.2,42.6
Texas,Ward,140,1,14.35493713,17.59,45.5,41.9,6.8,17.1,"11,998",835.81,48.5,42.5,40.3,43.4
Texas,Washington TX,655,48,57.74380431,14.39,51.6,38.5,6,19,"35,882",621.4,53.7,49.5,38,39
Texas,Webb TX,14320,328,81.95469344,24.25,42.9,45,7.2,21.2,"276,652",3375.67,47.1,38.7,44.3,45.7
Texas,Wharton TX,1394,55,37.96767503,17.18,46.85,41.1,7,19,"41,556",1094.51,47.6,46.1,38.8,43.4
Texas,Wheeler TX,50,0,5.523328854,14.12,52.25,36.2,4.5,12.9,"5,056",915.39,52.8,51.7,36.1,36.3
Texas,Wichita TX,2199,25,208.8809554,15.01,54.05,36.9,7.1,16.2,"132,230",633.04,57.2,50.9,35.9,37.9
Texas,Wilbarger TX,234,2,13.05410158,15.69,47.65,39.6,5,12.3,"12,769",978.16,48.5,46.8,37.7,41.5
Texas,Willacy TX,1213,54,27.23296824,23.04,42.9,47.3,6.6,21.8,"21,358",784.27,43.4,42.4,43.8,50.7
Texas,Williamson TX,9082,145,519.6225253,13.09,60,33.2,8.9,17.6,"590,551",1136.5,62.2,57.8,33.5,32.9
Texas,Wilson TX,963,28,63.15542145,15.53,54.95,38.4,7.4,18.7,"51,070",808.64,57.7,52.2,36.8,40
Texas,Winkler TX,121,4,9.521092608,17.62,43.25,43.2,5.8,15.4,"8,010",841.29,46.5,40,41.5,44.8
Texas,Wise TX,801,14,75.83546444,13.96,52.2,38.9,7,15.7,"69,984",922.84,52,52.4,39.1,38.7
Texas,Wood TX,567,29,65.44182103,14.08,49.15,39.7,6.1,14.4,"45,539",695.87,50.6,47.7,40.2,39.1
Texas,Yoakum TX,268,5,10.8941097,16.38,46.45,41.1,5,15.1,"8,713",799.79,49.4,43.5,39.8,42.3
Texas,Young TX,386,6,19.34686862,14.31,48.85,38.1,5.3,13.6,"18,010",930.9,48.7,49,38.1,38.1
Texas,Zapata TX,341,6,13.39942165,22.96,41.9,48.3,5.9,16.4,"14,179",1058.18,43.7,40.1,45.2,51.3
Texas,Zavala TX,435,16,9.094959365,23.76,43.4,44.5,5.1,18,"11,840",1301.82,45.3,41.5,39.8,49.1
Utah,Beaver UT,45,0,2.588305181,11.59,58.35,33.2,5.5,11,"6,710",2592.43,60.5,56.2,32.9,33.4
Utah,Box Elder,654,5,8.328466665,12.7,56.9,37,4.3,8.7,"56,046",6729.45,59.7,54.1,37.1,36.9
Utah,Cache,3170,6,109.3524383,12.44,62.7,33.3,3.6,7.6,"128,289",1173.17,66.6,58.8,32.4,34.1
Utah,Carbon,160,0,13.78267517,12.8,53.95,34.6,6.2,13.6,"20,463",1484.69,54.9,53,34.5,34.7
Utah,Daggett TX,1,0,1.313787858,11.67,54.35,34.1,8.4,15.2,950,723.1,53.1,55.6,34.3,33.9
Utah,Davis,6047,34,561.0761242,12.09,59.45,32.5,3.9,8.6,"355,481",633.57,60.3,58.6,33.4,31.6
Utah,Duchesne,111,0,6.122919027,11.99,57.75,34,5,11.3,"19,938",3256.29,58.8,56.7,33.7,34.2
Utah,Emery,54,2,2.243922337,12.08,57.25,36.1,4.6,9,"10,012",4461.83,56.6,57.9,36.8,35.4
Utah,Garfield,59,2,0.969760968,11.56,59,33.9,5.1,9.1,"5,051",5208.5,60.3,57.7,33.9,33.8
Utah,Grand,77,1,2.64028368,11.27,56.6,31,7.8,15.9,"9,754",3694.3,55.6,57.6,32.2,29.7
Utah,Iron,815,3,16.60720991,11.95,58.4,33.8,4.4,9.2,"54,839",3302.12,60.8,56,33.3,34.2
Utah,Juab,173,2,3.527709117,12.12,57.7,36.2,4.3,8.7,"12,017",3406.46,59.1,56.3,36.6,35.8
Utah,Kane,87,1,1.9193886,11.12,59.9,31.5,5.7,10.9,"7,886",4108.6,61,58.8,32.1,30.9
Utah,Millard,206,1,1.931314445,12.09,55.15,33.7,4.4,9.1,"13,188",6828.51,55.6,54.7,33.2,34.2
Utah,Morgan UT,127,0,19.84970284,10.3,66.8,28.2,4.4,8.8,"12,124",610.79,68.7,64.9,28.7,27.6
Utah,Piute,16,0,1.93128844,12.91,56.2,36.9,4.9,10.1,"1,479",765.81,56.9,55.5,36.4,37.3
